Name,Class,Total_Marks,Obtained_Marks,Percentage,Grade
Student_471,8th Grade,100,53,53.0,F
Student_1000,6th Grade,50,22,44.0,F
Student_649,7th Grade,100,84,84.0,A
Student_1196,7th Grade,50,33,66.0,C+
Student_815,6th Grade,25,20,80.0,A
Student_880,7th Grade,25,21,84.0,A
Student_728,6th Grade,50,29,57.99999999999999,F
Student_1790,7th Grade,25,21,84.0,A
Student_992,8th Grade,100,85,85.0,A
Student_256,8th Grade,50,21,42.0,F
Student_942,7th Grade,25,22,88.0,A
Student_1625,6th Grade,100,43,43.0,F
Student_551,6th Grade,50,20,40.0,F
Student_1901,7th Grade,25,24,96.0,A
Student_717,7th Grade,25,22,88.0,A
Student_884,6th Grade,100,58,57.99999999999999,F
Student_1522,6th Grade,25,23,92.0,A
Student_16,6th Grade,25,25,100.0,A
Student_212,6th Grade,100,62,62.0,C
Student_1970,6th Grade,25,22,88.0,A
Student_216,7th Grade,100,27,27.0,F
Student_200,6th Grade,25,20,80.0,A
Student_1185,7th Grade,50,38,76.0,B+
Student_1782,6th Grade,50,45,90.0,A
Student_1128,8th Grade,50,25,50.0,F
Student_1496,7th Grade,100,78,78.0,B+
Student_69,7th Grade,100,52,52.0,F
Student_1439,7th Grade,100,47,47.0,F
Student_468,7th Grade,25,21,84.0,A
Student_821,6th Grade,100,68,68.0,C+
Student_1916,7th Grade,100,66,66.0,C+
Student_387,8th Grade,50,49,98.0,A
Student_950,7th Grade,100,35,35.0,F
Student_687,8th Grade,100,59,59.0,F
Student_697,8th Grade,100,67,67.0,C+
Student_1229,7th Grade,50,28,56.00000000000001,F
Student_1895,6th Grade,50,25,50.0,F
Student_1814,8th Grade,50,26,52.0,F
Student_261,6th Grade,50,26,52.0,F
Student_1630,6th Grade,100,83,83.0,A
Student_332,6th Grade,100,43,43.0,F
Student_1315,7th Grade,100,48,48.0,F
Student_371,7th Grade,50,31,62.0,C
Student_921,8th Grade,100,83,83.0,A
Student_1584,8th Grade,100,57,56.99999999999999,F
Student_1932,7th Grade,100,67,67.0,C+
Student_915,6th Grade,50,21,42.0,F
Student_13,6th Grade,100,32,32.0,F
Student_773,6th Grade,50,23,46.0,F
Student_819,8th Grade,25,24,96.0,A
Student_1537,7th Grade,25,20,80.0,A
Student_737,8th Grade,25,20,80.0,A
Student_1347,7th Grade,25,23,92.0,A
Student_1705,6th Grade,25,22,88.0,A
Student_454,7th Grade,100,83,83.0,A
Student_1050,7th Grade,100,83,83.0,A
Student_928,6th Grade,25,24,96.0,A
Student_1657,8th Grade,50,49,98.0,A
Student_1410,7th Grade,100,37,37.0,F
Student_1561,8th Grade,100,56,56.00000000000001,F
Student_660,7th Grade,25,24,96.0,A
Student_38,8th Grade,100,73,73.0,B
